2800866	Brussels	50.85045	4.34878	1019022	Brusel	Brussels-Capital Region	Belgia
1649378	Bekasi	-6.2349	106.9896	1520119	Kutha Bekasi	Jawa Kulon	Indonesia+http://en.wikipedia.org/wiki/Indonesia
1650357	Bandung	-6.92222	107.60694	1699719	Kutha Bandhung	Jawa Kulon	Indonesia+http://en.wikipedia.org/wiki/Indonesia
1650527	Balikpapan	-1.26753	116.82887	433866	Kutha Balikpapan	Kalimantan Timur	Indonesia+http://en.wikipedia.org/wiki/Indonesia
1651531	Ambon	-3.69583	128.18333	355596	Kutha Ambon	Maluku Province	Indonesia+http://en.wikipedia.org/wiki/Indonesia
2057087	Kupang	-10.17083	123.60694	282396	Kutha Kupang	Nusa Tenggara Timur	Indonesia+http://en.wikipedia.org/wiki/Indonesia
2082600	Jayapura	-2.53371	140.71813	134895	Port Numbay	Papua	Indonesia+http://en.wikipedia.org/wiki/Indonesia
281184	Jerusalem	31.76904	35.21633	801000	Yérusalem		
1263364	Mathura	27.5035	77.67215	330511	Mandura	UP	India
3174051	Mantova	45.16031	10.79784	39260	Provinsi Mantova		
2960316	Luxembourg	49.61167	6.13	76684	Luksemburg		
1821274	Macau	22.20056	113.54611	520400	Makau		
2745912	Utrecht	52.09083	5.12222	290529	Gemeente Utrecht	ut+Utrecht	
2751792	Leeuwarden	53.20139	5.80859	91424	Leeuwarden	fr	
2754669	Heerenveen	52.95929	5.91854	43094	Heerenveen	fr	
2754817	Harlingen	53.17477	5.42244	16119	Harlingen	fr	
2758682	Bolsward	53.06555	5.53176	9160	Bolsward	fr	
753394	Żelechów	51.81051	21.89721	4087	Żelechów	Mazowieckie	Polandia
756135	Warsaw	52.22977	21.01178	1702139	Warsawa	Mazowieckie	Polandia
757033	Tarnobrzeg	50.57304	21.67937	50459	Tarnobrzeg	Podkarpackie	Polandia
758633	Sokołów Małopolski	50.22909	22.11968	3975	Sokołów Małopolski	Podkarpackie	Polandia
762106	Piwniczna-Zdrój	49.44056	20.71423	5793	Piwniczna	Małopolskie	Polandia
762909	Ostrołęka	53.08621	21.57566	53740	Ostrołęka	Mazowieckie	Polandia
766027	Łomża	53.17806	22.05935	63723	Łomża	Podlaskie	Polandia
766980	Kurów	51.38941	22.18637	2804	Kurów	Lubelskie	Polandia
770759	Iwonicz-Zdrój	49.56319	21.78992	1860	Iwonicz Zdrój	Podkarpackie	Polandia
770966	Hrubieszów	50.80502	23.89251	18605	Hrubieszów	Lubelskie	Polandia
771804	Gorlice	49.65563	21.16035	28609	Gorlice	Małopolskie	Polandia
772621	Ełk	53.82824	22.36469	55769	Ełk		Polandia
773569	Dąbrowa Tarnowska	50.17462	20.98633	11291	Dąbrowa Tarnowska	Małopolskie	Polandia
774558	Chełm	51.14312	23.4716	68043	Chełm	Lubelskie	Polandia
774747	Busko-Zdrój	50.47078	20.71884	17095	Busko Zdrój	Świętokrzyskie	Polandia
775758	Bochnia	49.96905	20.43028	29184	Bochnia	Małopolskie	Polandia
775922	Biłgoraj	50.54114	22.72204	26987	Biłgoraj	Lubelskie	Polandia
776053	Biecz	49.73596	21.26301	4564	Biecz	Małopolskie	Polandia
776069	Białystok	53.13333	23.16433	291855	Białystok	Podlaskie	Polandia
776172	Biała Rawska	51.80779	20.47259	3231	Biała Rawska	Łódzkie	Polandia
776175	Biała Podlaska	52.03238	23.11652	57541	Biała Podlaska	Lubelskie	Polandia
776337	Bartoszyce	54.25354	20.80819	25660	Bartoszyce		Polandia
776597	Augustów	53.84321	22.97979	29752	Augustów	Podlaskie	Polandia
776677	Annopol	50.88551	21.85678	2654	Annopol	Lubelskie	Polandia
3081368	Wrocław	51.1	17.03333	634893	Wrocław	Dolnośląskie	Polandia
3082756	Ustka	54.58048	16.86194	16250	Ustka	Pomorskie	Polandia
3083677	Szklarska Poręba	50.82567	15.52274	6970	Szklarska Poręba	Dolnośląskie	Polandia
3083829	Szczecin	53.42894	14.55302	407811	Szczecin		Polandia
3083955	Świnoujście	53.91053	14.24712	40919	Świnoujście		Polandia
3083988	Świętochłowice	50.29636	18.91726	55600	Świętochłowice	Śląskie	Polandia
3084074	Świecie	53.40953	18.44742	25843	Świecie	Kujawsko-Pomorskie	Polandia
3084093	Świdnica	50.84378	16.48859	60351	Świdnica	Dolnośląskie	Polandia
3085047	Środa Śląska	51.16406	16.59508	8912	Środa Śląska	Dolnośląskie	Polandia
3085495	Słubice	52.35088	14.56065	17567	Słubice	Lubuskie	Polandia
3085610	Sławno	54.36276	16.67888	13415	Sławno		Polandia
3087601	Rabka-Zdrój	49.60889	19.96654	13071	Rabka	Małopolskie	Polandia
3088825	Płock	52.54682	19.70638	127474	Płock	Mazowieckie	Polandia
3089282	Pelplin	53.92834	18.6977	8320	Pelpin	Pomorskie	Polandia
3090048	Opole	50.67211	17.92533	127676	Opole	Opolskie	Polandia
3093066	Łowicz	52.10714	19.94525	29809	Łowicz	Łódzkie	Polandia
3093133	Łódź	51.75	19.46667	768755	Łódź	Łódzkie	Polandia
3093726	Łęczyca	52.05959	19.19972	15528	Łęczyca	Łódzkie	Polandia
3094303	Kudowa-Zdrój	50.44297	16.24397	10176	Kudowa-Zdrój	Dolnośląskie	Polandia
3095151	Kościan	52.08829	16.64866	24096	Kościan	Wielkopolskie	Polandia
3096472	Katowice	50.25841	19.02754	317316	Katowice	Śląskie	Polandia
3096880	Kalisz	51.76109	18.09102	108759	Kalisz	Wielkopolskie	Polandia
3097301	Jedlina-Zdrój	50.72005	16.34645	5062	Jedlina Zdrój	Dolnośląskie	Polandia
3097391	Jastrzębie Zdrój	49.95542	18.57479	95813	Jastrzębie Zdrój	Śląskie	Polandia
3097528	Jarocin	51.97266	17.50256	25665	Jarocin	Wielkopolskie	Polandia
3097872	Inowrocław	52.79886	18.26387	77597	Inowrocław	Kujawsko-Pomorskie	Polandia
3097902	Iława	53.59601	19.56849	32557	Iława		Polandia
3098030	Hel	54.60814	18.8013	4136	Hel	Pomorskie	Polandia
3098130	Gubin	51.94956	14.72837	16629	Gubin	Lubuskie	Polandia
3098200	Gryfino	53.25243	14.48831	21270	Gryfino		Polandia
3098218	Grudziądz	53.48411	18.75366	99486	Grudziądz	Kujawsko-Pomorskie	Polandia
3098722	Gorzów Wielkopolski	52.73679	15.22878	124430	Gorzów Wielkopolski	Lubuskie	Polandia
3098966	Goleniów	53.56392	14.82854	22505	Goleniów		Polandia
3099213	Głogów	51.66361	16.0845	68530	Głogów	Dolnośląskie	Polandia
3099230	Gliwice	50.29761	18.67658	198835	Gliwice	Śląskie	Polandia
3099424	Gdynia	54.51889	18.53188	253730	Gdynia	Pomorskie	Polandia
3099634	Frombork	54.35766	19.68029	2529	Frombork		Polandia
3099992	Duszniki-Zdrój	50.40327	16.39091	4888	Duszniki Zdrój	Dolnośląskie	Polandia
3100127	Drezdenko	52.83831	15.83079	10541	Drezdenko	Lubuskie	Polandia
3100363	Dobra	53.58625	15.30977	2336	Dobra Nowogardzka		Polandia
3100637	Darłowo	54.42095	16.4107	14398	Darłowo		Polandia
3100796	Dąbrowa Górnicza	50.31818	19.2374	130601	Dąbrowa Górnicza	Śląskie	Polandia
3100946	Częstochowa	50.79646	19.12409	248125	Częstochowa	Śląskie	Polandia
