727011	Sofia	42.69751	23.32415	1152556	Sofiya		
3688689	Bogotá	4.60971	-74.08175	7674366	Bogota		
146268	Nicosia	35.17531	33.3642	200452	Nikosiya		
2374775	Bissau	11.86357	-15.59767	388028	Biso	Bissau Region	
281184	Jerusalem	31.76904	35.21633	801000	Yerusalemu		
1821274	Macau	22.20056	113.54611	520400	Makawo		
170063	Aleppo	36.20124	37.16117	1602264	Alepo		
170654	Damascus	33.5102	36.29128	1569394	Damasiko		
